#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
## Generic strings;;;;;;;;;;;X
##;;;;;;;;;;;X
EVT_17026_NAME;Shenzhou 7 launched;;;;;;;;;;X
EVT_17026_DESC;Shenzhou 7 was the third human spaceflight mission of the Chinese space program. The mission, which included an extra-vehicular activity (EVA) carried out by crewmembers Zhai Zhigang and Liu Boming, marked the commencement of the second phase of the Chinese government's Project 921. The Shenzhou spacecraft carrying the three crewmembers was launched September 25,2008, by a Long March 2F (CZ-2F) rocket which lifted off from the Jiuquan Satellite Launch Center at 21:10 CST. The mission lasted three days, after which the craft landed safely in Siziwang Banner in central Inner Mongolia on September 28, 2008. The EVA carried out during the flight makes China the third country to have conducted an EVA, after Russia and the United States.;;;;;;;;;;X
EVT_17301_NAME;17th Communist Party of China National Congress;;;;;;;;;;X
EVT_17301_DESC;The 17th National Congress of the Communist Party of China will be held in Beijing, China, at the Great Hall of the People from 15 to 21 October 2007. Major decisions about the nation's future are made on these events. This year's congress offers President Hu's idea of the Scientific Development Concept to create a 'Harmonious Society' to be enshrined as one of the party's mainstream guiding ideologies.;;;;;;;;;;X
EVT_84501_NAME;Car bombs in Istanbul;;;;;;;;;;X
EVT_84501_DESC;Two car bombs today exploded simultaneously in Istanbul, Turkey, targeting 2 synagogues, killing at least 25 people and wounding more than 300: Al-Qaida claims responsibility.;;;;;;;;;;X
EVT_84502_NAME;Istanbul bombings;;;;;;;;;;X
EVT_84502_DESC;Several bombs exploded today in Istanbul, Turkey, destroying the Turkish head office of HSBC and the British consulate.;;;;;;;;;;X
EVT_84503_NAME;Turkey starts EU accession negotiations;;;;;;;;;;X
EVT_84503_DESC;Since October 2005, Turkey has formally started accession negotiations with the E.U. and these will be based on the acquis communautaire.;;;;;;;;;;X
EVT_84504_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84504_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84505_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84505_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84506_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84506_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84507_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84507_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84508_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84508_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84509_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84509_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84510_NAME;Ergenekon coup d'etat;;;;;;;;;;X
EVT_84510_DESC;Ergenekon' is the name given to a clandestine, Kemalist ultra-nationalist organization in Turkey with ties to members of the country's military and security forces. The group was accused of terrorism in Turkey. Today its members staged a coup d'etat, overthrowing the current pro-Western government and effectively taking control of the country. The fate of Turkey is becoming increasingly unclear, but one thing is for sure - ties with the West are irreparably broken...;;;;;;;;;;X
EVT_84511_NAME;New diplomatic initiative;;;;;;;;;;X
EVT_84511_DESC;Now that power has been consolidated in our hands, we must choose a new course of action in terms of foreign policy since we have been kicked out of NATO and accession negotiations with the EU are suspended. There are two options - the Shanghai Pact led by Russia and China, or the newly emerging Eastern Coalition led by Iran. There are also those who think isolation is our safest bet...;;;;;;;;;;X
EVT_84512_NAME;New diplomatic initiative;;;;;;;;;;X
EVT_84512_DESC;Now that power has been consolidated in our hands, we must choose a new course of action in terms of foreign policy since we have been kicked out of NATO and accession negotiations with the EU are suspended. The only viable option is the Shanghai Pact led by Russia and China, however there are also those who think isolation is our safest bet...;;;;;;;;;;X
EVT_84513_NAME;Agreement reached;;;;;;;;;;X
EVT_84513_DESC;An agreement with the Shanghai Pact powers has been reached. Under great secrecy, Turkish foreign minister signed a treaty today in Moscow which specifies Turkish cooperation with the Shanghai Pact powers in case of war with the West. Should there ever be a war between SP and NATO, Turkey is obliged to join the war on the side of Shanghai Pact within a time period of 2 weeks.;;;;;;;;;;X
EVT_84514_NAME;Agreement reached;;;;;;;;;;X
EVT_84514_DESC;An agreement with the Eastern Coalition powers has been reached. Under great secrecy, Turkish foreign minister signed a treaty today in Cairo which specifies Turkish cooperation with the Eastern Coalition powers in case of war with the West. Should there ever be a war between ECON and NATO, Turkey is obliged to join the war on the side of ECON within a time period of 2 weeks.;;;;;;;;;;X
EVT_84515_NAME;Turkey enters the war;;;;;;;;;;X
EVT_84515_DESC;Under the terms of our treaty with the Shanghai Pact powers, we are obliged to enter the war on their side.;;;;;;;;;;X
EVT_84516_NAME;Turkey enters the war;;;;;;;;;;X
EVT_84516_DESC;Under the terms of our treaty with the Eastern Coalition powers, we are obliged to enter the war on their side.;;;;;;;;;;X
EVT_84951_NAME;Turkish general election 2007;;;;;;;;;;X
EVT_84951_DESC;Elections are held in Turkey today. Which party wins?;;;;;;;;;;X
EVT_84790_NAME;PKK terrorist attack;;;;;;;;;;X
EVT_84790_DESC;The Kurdistan Workers' Party, a communist guerilla group fighting for Kurdish independence, has committed another terrorist attack in Turkey.;;;;;;;;;;X
EVT_71050_NAME;Nationalist coup d'etat;;;;;;;;;;X
EVT_71050_DESC;Motivated by deep public outrage over the loss of Kosovo to 'Western Imperialism', and secretly financed by Russian intelligence and parts of the Serbian military, members of the Serbian nationalist Radical Party staged a coup d'etat in Belgrade today. Their aim was to remove the current administration from office and establish themselves as the new leaders of Serbia.;;;;;;;;;;X
EVT_71051_NAME;Nationalist coup d'etat in Serbia;;;;;;;;;;X
EVT_71051_DESC;Motivated by deep public outrage over the loss of Kosovo to 'Western Imperialism', and secretly financed by Russian intelligence and parts of the Serbian military, members of the Serbian nationalist Radical Party staged a coup d'etat in Belgrade today. Their aim was to remove the current administration from office and establish themselves as the new leaders of Serbia. Serbian President and members of government are jailed, and the new government stated its intent to re-establish Serbia within its 'natural and historical' borders, claiming Bosnia, Montenegro, Kosovo and parts of Croatia as Serbian territory. While we have a new ally in Europe, the stage is set for the beginning of a new Balkan War.;;;;;;;;;;X
EVT_71052_NAME;Nationalist coup d'etat in Serbia;;;;;;;;;;X
EVT_71052_DESC;Motivated by deep public outrage over the loss of Kosovo to 'Western Imperialism', and secretly financed by Russian intelligence and parts of the Serbian military, members of the Serbian nationalist Radical Party staged a coup d'etat in Belgrade today. Their aim was to remove the current administration from office and establish themselves as the new leaders of Serbia. Serbian President and members of government are jailed, and the new government stated its intent to re-establish Serbia within its 'natural and historical' borders, claiming Bosnia, Montenegro, Kosovo and parts of Croatia as Serbian territory. While we have a new enemy in Europe, the stage is set for the beginning of a new Balkan War.;;;;;;;;;;X
EVT_71053_NAME;Nationalist coup d'etat in Serbia;;;;;;;;;;X
EVT_71053_DESC;Motivated by deep public outrage over the loss of Kosovo to 'Western Imperialism', and secretly financed by Russian intelligence and parts of the Serbian military, members of the Serbian nationalist Radical Party staged a coup d'etat in Belgrade today. Their aim was to remove the current administration from office and establish themselves as the new leaders of Serbia. Serbian President and members of government are jailed, and the new government stated its intent to re-establish Serbia within its 'natural and historical' borders, claiming Bosnia, Montenegro, Kosovo and parts of Croatia as Serbian territory. The stage is set for the beginning of a new Balkan War.;;;;;;;;;;X
EVT_71054_NAME;Nationalist coup d'etat in Serbia;;;;;;;;;;X
EVT_71054_DESC;Motivated by deep public outrage over the loss of Kosovo to 'Western Imperialism', and secretly financed by Russian intelligence and parts of the Serbian military, members of the Serbian nationalist Radical Party staged a coup d'etat in Belgrade today. Their aim was to remove the current administration from office and establish themselves as the new leaders of Serbia. Serbian President and members of government are jailed, and the new government stated its intent to re-establish Serbia within its 'natural and historical' borders, claiming Bosnia, Montenegro, Kosovo and parts of Croatia as Serbian territory. The stage is set for the beginning of a new Balkan War.;;;;;;;;;;X
